data_type,tree_type,model,tree,backend,run,filename,walltime,cputime,log_likelihood,tree_length,opt_time,opt_rounds,first_eval_sec,overhead
DNA,unrooted,GTR,tree_10,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_10_1000000_iqtree3.log,36.245,328.819,-68972398.54,20.7,35.049,4,,1.195999999999998
DNA,unrooted,GTR,tree_10,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_10_1000000_iqtree3.log,38.547,360.527,-68972398.54,20.7,37.483,4,,1.064
DNA,unrooted,GTR,tree_10,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_10_1000000_iqtree3.log,38.551,337.515,-68972398.54,20.7,36.978,4,,1.5730000000000004
DNA,unrooted,GTR,tree_10,OMP_48,1,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run1_tree_10_1000000_iqtree3.log,10.547,442.92,-68972398.54,20.7,9.448,4,,1.0990000000000002
DNA,unrooted,GTR,tree_10,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_10_1000000_iqtree3.log,11.194,413.851,-68972398.54,20.7,10.253,4,,0.9410000000000007
DNA,unrooted,GTR,tree_10,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_10_1000000_iqtree3.log,40.624,380.762,-68972398.54,20.7,39.511,4,,1.1129999999999995
DNA,unrooted,GTR,tree_10,OMP_10,9,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run9_tree_10_1000000_iqtree3.log,41.485,388.854,-68972398.54,20.7,40.413,4,,1.0720000000000027
DNA,unrooted,GTR,tree_10,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_10_1000000_iqtree3.log,10.318,435.741,-68972398.54,20.7,9.293,4,,1.0250000000000004
DNA,unrooted,GTR,tree_10,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_10_1000000_iqtree3.log,12.943,441.684,-68972398.54,20.7,11.815,4,,1.1280000000000001
DNA,unrooted,GTR,tree_10,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_10_1000000_iqtree3.log,12.61,440.422,-68972398.54,20.7,11.491,4,,1.1189999999999998
DNA,unrooted,GTR,tree_10,OMP_10,5,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run5_tree_10_1000000_iqtree3.log,38.482,359.098,-68972398.54,20.7,37.403,4,,1.0790000000000006
DNA,unrooted,GTR,tree_10,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_10_1000000_iqtree3.log,10.173,425.778,-68972398.54,20.7,9.045,4,,1.1280000000000001
DNA,unrooted,GTR,tree_10,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_10_1000000_iqtree3.log,13.253,437.773,-68972398.54,20.7,12.128,4,,1.125
DNA,unrooted,GTR,tree_10,OMP_10,10,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run10_tree_10_1000000_iqtree3.log,38.358,357.566,-68972398.54,20.7,37.316,4,,1.0419999999999945
DNA,unrooted,GTR,tree_10,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_10_1000000_iqtree3.log,14.06,463.299,-68972398.54,20.7,12.91,4,,1.1500000000000004
DNA,unrooted,GTR,tree_10,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_10_1000000_iqtree3.log,40.158,375.808,-68972398.54,20.7,39.1,4,,1.0579999999999998
DNA,unrooted,GTR,tree_10,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_10_1000000_iqtree3.log,47.71,390.791,-68972398.54,20.7,46.076,4,,1.6340000000000003
DNA,unrooted,GTR,tree_10,OMP_48,6,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run6_tree_10_1000000_iqtree3.log,10.475,437.818,-68972398.54,20.7,9.401,4,,1.0739999999999998
DNA,unrooted,GTR,tree_2,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_2_1000000_iqtree3.log,14.38,475.95,-66217786.827,19.418,13.247,4,,1.133000000000001
DNA,unrooted,GTR,tree_2,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_2_1000000_iqtree3.log,12.551,425.892,-66217786.827,19.418,11.479,4,,1.072000000000001
DNA,unrooted,GTR,tree_2,VANILA,2,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run2_tree_2_1000000_iqtree.log,125.625,122.464,-66217786.827,19.418,122.821,4,,2.804000000000002
DNA,unrooted,GTR,tree_2,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_2_1000000_iqtree3.log,19.84,179.001,-66217786.827,19.418,18.784,4,,1.056000000000001
DNA,unrooted,GTR,tree_2,VANILA,5,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run5_tree_2_1000000_iqtree.log,119.774,117.455,-66217786.827,19.418,117.17,4,,2.603999999999999
DNA,unrooted,GTR,tree_2,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_2_1000000_iqtree3.log,12.517,427.201,-66217786.827,19.418,11.374,4,,1.142999999999999
DNA,unrooted,GTR,tree_2,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_2_1000000_iqtree3.log,37.932,288.393,-66217786.827,19.418,36.263,4,,1.669000000000004
DNA,unrooted,GTR,tree_2,VANILA,8,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run8_tree_2_1000000_iqtree.log,122.994,120.164,-66217786.827,19.418,120.329,4,,2.6650000000000063
DNA,unrooted,GTR,tree_2,VANILA,10,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_2_1000000_iqtree.log,131.054,128.516,-66217786.827,19.418,128.078,4,,2.975999999999999
DNA,unrooted,GTR,tree_2,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_2_1000000_iqtree3.log,15.022,479.066,-66217786.827,19.418,13.79,4,,1.232000000000001
DNA,unrooted,GTR,tree_2,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_2_1000000_iqtree3.log,12.725,427.082,-66217786.827,19.418,11.671,4,,1.0540000000000003
DNA,unrooted,GTR,tree_2,OMP_48,5,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run5_tree_2_1000000_iqtree3.log,13.132,427.512,-66217786.827,19.418,12.111,4,,1.020999999999999
DNA,unrooted,GTR,tree_2,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_2_1000000_iqtree3.log,12.964,437.068,-66217786.827,19.418,11.806,4,,1.1580000000000013
DNA,unrooted,GTR,tree_2,VANILA,7,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_2_1000000_iqtree.log,123.024,120.509,-66217786.827,19.418,120.281,4,,2.742999999999995
DNA,unrooted,GTR,tree_2,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_2_1000000_iqtree3.log,25.485,208.423,-66217786.827,19.418,23.987,4,,1.498000000000001
DNA,unrooted,GTR,tree_2,VANILA,6,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run6_tree_2_1000000_iqtree.log,131.492,129.188,-66217786.827,19.418,128.554,4,,2.937999999999988
DNA,unrooted,GTR,tree_2,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_2_1000000_iqtree3.log,28.015,269.326,-66217786.827,19.418,26.946,4,,1.068999999999999
DNA,unrooted,GTR,tree_2,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_2_1000000_iqtree3.log,25.893,249.045,-66217786.827,19.418,24.865,4,,1.0280000000000022
DNA,unrooted,GTR,tree_2,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_2_1000000_iqtree3.log,10.056,420.153,-66217786.827,19.418,8.967,4,,1.0889999999999986
DNA,unrooted,GTR,tree_2,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_2_1000000_iqtree3.log,26.22,252.412,-66217786.827,19.418,25.229,4,,0.9909999999999997
DNA,unrooted,GTR,tree_2,VANILA,1,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run1_tree_2_1000000_iqtree.log,119.74,117.54,-66217786.827,19.418,117.186,4,,2.553999999999988
DNA,unrooted,GTR,tree_2,VANILA,9,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_2_1000000_iqtree.log,124.191,122.06,-66217786.827,19.418,121.39,4,,2.801000000000002
DNA,unrooted,GTR,tree_2,VANILA,4,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run4_tree_2_1000000_iqtree.log,122.027,119.746,-66217786.827,19.418,119.418,4,,2.6089999999999947
DNA,unrooted,GTR,tree_2,OMP_48,6,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run6_tree_2_1000000_iqtree3.log,10.362,434.822,-66217786.827,19.418,9.295,4,,1.0670000000000002
DNA,unrooted,GTR,tree_2,OMP_10,2,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run2_tree_2_1000000_iqtree3.log,27.134,261.095,-66217786.827,19.418,26.059,4,,1.0749999999999993
DNA,unrooted,GTR,tree_2,OMP_10,10,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run10_tree_2_1000000_iqtree3.log,28.382,272.274,-66217786.827,19.418,27.246,4,,1.1360000000000028
DNA,unrooted,GTR,tree_2,OMP_10,5,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run5_tree_2_1000000_iqtree3.log,27.569,265.347,-66217786.827,19.418,26.5,4,,1.068999999999999
DNA,unrooted,GTR,tree_2,OMP_10,9,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run9_tree_2_1000000_iqtree3.log,26.142,251.676,-66217786.827,19.418,25.107,4,,1.0350000000000001
DNA,unrooted,GTR,tree_2,OMP_48,1,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run1_tree_2_1000000_iqtree3.log,13.313,436.571,-66217786.827,19.418,12.143,4,,1.17
DNA,unrooted,GTR,tree_2,VANILA,3,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run3_tree_2_1000000_iqtree.log,123.288,120.475,-66217786.827,19.418,120.484,4,,2.804000000000002
DNA,unrooted,GTR,tree_3,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_3_1000000_iqtree3.log,15.76,543.046,-66775543.576,19.731,14.68,4,,1.08
DNA,unrooted,GTR,tree_3,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_3_1000000_iqtree3.log,13.186,555.966,-66775543.576,19.731,12.119,4,,1.0670000000000002
DNA,unrooted,GTR,tree_3,VANILA,3,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run3_tree_3_1000000_iqtree.log,119.721,116.938,-66775543.576,19.731,117.145,4,,2.5760000000000076
DNA,unrooted,GTR,tree_3,VANILA,4,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run4_tree_3_1000000_iqtree.log,116.044,113.813,-66775543.576,19.731,113.432,4,,2.6119999999999948
DNA,unrooted,GTR,tree_3,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_3_1000000_iqtree3.log,20.105,179.318,-66775543.576,19.731,19.031,4,,1.0740000000000016
DNA,unrooted,GTR,tree_3,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_3_1000000_iqtree3.log,15.879,542.196,-66775543.576,19.731,14.682,4,,1.1969999999999992
DNA,unrooted,GTR,tree_3,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_3_1000000_iqtree3.log,45.15,285.122,-66775543.576,19.731,43.244,4,,1.9059999999999988
DNA,unrooted,GTR,tree_3,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_3_1000000_iqtree3.log,16.179,554.45,-66775543.576,19.731,15.107,4,,1.0719999999999992
DNA,unrooted,GTR,tree_3,VANILA,9,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_3_1000000_iqtree.log,115.804,113.776,-66775543.576,19.731,113.107,4,,2.6970000000000027
DNA,unrooted,GTR,tree_3,VANILA,1,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run1_tree_3_1000000_iqtree.log,112.589,110.648,-66775543.576,19.731,110.105,4,,2.4839999999999947
DNA,unrooted,GTR,tree_3,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_3_1000000_iqtree3.log,13.135,540.713,-66775543.576,19.731,12.035,4,,1.0999999999999996
DNA,unrooted,GTR,tree_3,VANILA,6,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run6_tree_3_1000000_iqtree.log,121.315,119.159,-66775543.576,19.731,118.773,4,,2.5420000000000016
DNA,unrooted,GTR,tree_3,OMP_48,5,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run5_tree_3_1000000_iqtree3.log,13.189,530.778,-66775543.576,19.731,12.249,4,,0.9399999999999995
DNA,unrooted,GTR,tree_3,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_3_1000000_iqtree3.log,13.24,556.815,-66775543.576,19.731,12.1,4,,1.1400000000000006
DNA,unrooted,GTR,tree_3,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_3_1000000_iqtree3.log,24.725,201.431,-66775543.576,19.731,22.975,4,,1.75
DNA,unrooted,GTR,tree_3,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_3_1000000_iqtree3.log,24.965,239.117,-66775543.576,19.731,23.932,4,,1.0330000000000013
DNA,unrooted,GTR,tree_3,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_3_1000000_iqtree3.log,28.071,268.687,-66775543.576,19.731,26.909,4,,1.1620000000000026
DNA,unrooted,GTR,tree_3,VANILA,7,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_3_1000000_iqtree.log,117.089,114.829,-66775543.576,19.731,114.324,4,,2.7650000000000006
DNA,unrooted,GTR,tree_3,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_3_1000000_iqtree3.log,13.274,542.969,-66775543.576,19.731,12.245,4,,1.029
DNA,unrooted,GTR,tree_3,VANILA,8,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run8_tree_3_1000000_iqtree.log,117.032,114.246,-66775543.576,19.731,114.374,4,,2.6580000000000013
DNA,unrooted,GTR,tree_3,VANILA,10,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_3_1000000_iqtree.log,128.388,125.023,-66775543.576,19.731,124.429,4,,3.959000000000003
DNA,unrooted,GTR,tree_3,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_3_1000000_iqtree3.log,24.932,239.263,-66775543.576,19.731,23.944,4,,0.9879999999999995
DNA,unrooted,GTR,tree_3,OMP_48,6,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run6_tree_3_1000000_iqtree3.log,15.642,535.887,-66775543.576,19.731,14.47,4,,1.1719999999999988
DNA,unrooted,GTR,tree_3,OMP_10,10,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run10_tree_3_1000000_iqtree3.log,25.901,246.31,-66775543.576,19.731,24.812,4,,1.0889999999999986
DNA,unrooted,GTR,tree_3,VANILA,5,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run5_tree_3_1000000_iqtree.log,114.248,112.074,-66775543.576,19.731,111.618,4,,2.6300000000000097
DNA,unrooted,GTR,tree_3,OMP_10,2,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run2_tree_3_1000000_iqtree3.log,25.808,247.371,-66775543.576,19.731,24.71,4,,1.097999999999999
DNA,unrooted,GTR,tree_3,OMP_10,9,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run9_tree_3_1000000_iqtree3.log,26.928,259.065,-66775543.576,19.731,25.886,4,,1.0420000000000016
DNA,unrooted,GTR,tree_3,OMP_10,5,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run5_tree_3_1000000_iqtree3.log,27.635,265.477,-66775543.576,19.731,26.547,4,,1.088000000000001
DNA,unrooted,GTR,tree_3,VANILA,2,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run2_tree_3_1000000_iqtree.log,121.214,118.078,-66775543.576,19.731,118.504,4,,2.7099999999999937
DNA,unrooted,GTR,tree_3,OMP_48,1,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run1_tree_3_1000000_iqtree3.log,13.808,569.261,-66775543.576,19.731,12.663,4,,1.1449999999999996
DNA,unrooted,GTR,tree_4,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_4_1000000_iqtree3.log,21.533,796.544,-68796842.673,20.6,20.47,6,,1.0630000000000024
DNA,unrooted,GTR,tree_4,VANILA,7,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_4_1000000_iqtree.log,170.336,167.725,-68796842.673,20.6,167.626,6,,2.710000000000008
DNA,unrooted,GTR,tree_4,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_4_1000000_iqtree3.log,44.442,410.913,-68796842.673,20.6,43.216,6,,1.225999999999999
DNA,unrooted,GTR,tree_4,VANILA,10,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_4_1000000_iqtree.log,177.733,174.907,-68796842.673,20.6,174.731,6,,3.0020000000000095
DNA,unrooted,GTR,tree_4,VANILA,8,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run8_tree_4_1000000_iqtree.log,169.935,166.688,-68796842.673,20.6,167.282,6,,2.6529999999999916
DNA,unrooted,GTR,tree_4,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_4_1000000_iqtree3.log,21.201,746.913,-68796842.673,20.6,20.071,6,,1.129999999999999
DNA,unrooted,GTR,tree_4,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_4_1000000_iqtree3.log,21.308,775.052,-68796842.673,20.6,20.216,6,,1.0919999999999987
DNA,unrooted,GTR,tree_4,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_4_1000000_iqtree3.log,54.355,458.452,-68796842.673,20.6,52.707,6,,1.6479999999999961
DNA,unrooted,GTR,tree_4,VANILA,5,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run5_tree_4_1000000_iqtree.log,166.939,162.966,-68796842.673,20.6,164.275,6,,2.6639999999999873
DNA,unrooted,GTR,tree_4,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_4_1000000_iqtree3.log,21.45,767.948,-68796842.673,20.6,20.217,6,,1.2330000000000005
DNA,unrooted,GTR,tree_4,OMP_48,5,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run5_tree_4_1000000_iqtree3.log,23.556,863.601,-68796842.673,20.6,22.108,6,,1.4480000000000004
DNA,unrooted,GTR,tree_4,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_4_1000000_iqtree3.log,19.405,756.023,-68796842.673,20.6,18.333,6,,1.0720000000000027
DNA,unrooted,GTR,tree_4,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_4_1000000_iqtree3.log,20.234,771.449,-68796842.673,20.6,19.184,6,,1.0500000000000007
DNA,unrooted,GTR,tree_4,VANILA,2,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run2_tree_4_1000000_iqtree.log,176.323,172.315,-68796842.673,20.6,173.423,6,,2.9000000000000057
DNA,unrooted,GTR,tree_4,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_4_1000000_iqtree3.log,63.836,512.392,-68796842.673,20.6,62.317,6,,1.5189999999999984
DNA,unrooted,GTR,tree_4,VANILA,3,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run3_tree_4_1000000_iqtree.log,173.289,169.777,-68796842.673,20.6,170.603,6,,2.6859999999999786
DNA,unrooted,GTR,tree_4,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_4_1000000_iqtree3.log,47.621,449.706,-68796842.673,20.6,46.541,6,,1.0800000000000054
DNA,unrooted,GTR,tree_4,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_4_1000000_iqtree3.log,17.786,763.307,-68796842.673,20.6,16.669,6,,1.1170000000000009
DNA,unrooted,GTR,tree_4,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_4_1000000_iqtree3.log,47.781,449.598,-68796842.673,20.6,46.721,6,,1.0600000000000023
DNA,unrooted,GTR,tree_4,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_4_1000000_iqtree3.log,48.764,459.459,-68796842.673,20.6,47.657,6,,1.1070000000000064
DNA,unrooted,GTR,tree_4,VANILA,4,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run4_tree_4_1000000_iqtree.log,167.862,165.33,-68796842.673,20.6,165.261,6,,2.600999999999999
DNA,unrooted,GTR,tree_4,VANILA,1,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run1_tree_4_1000000_iqtree.log,164.262,161.745,-68796842.673,20.6,161.713,6,,2.5490000000000066
DNA,unrooted,GTR,tree_4,OMP_48,1,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run1_tree_4_1000000_iqtree3.log,21.267,798.236,-68796842.673,20.6,20.197,6,,1.0700000000000003
DNA,unrooted,GTR,tree_4,VANILA,9,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_4_1000000_iqtree.log,171.289,168.95,-68796842.673,20.6,168.602,6,,2.6869999999999834
DNA,unrooted,GTR,tree_4,OMP_10,9,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run9_tree_4_1000000_iqtree3.log,47.821,449.777,-68796842.673,20.6,46.752,6,,1.0689999999999955
DNA,unrooted,GTR,tree_4,OMP_10,5,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run5_tree_4_1000000_iqtree3.log,49.55,467.039,-68796842.673,20.6,48.463,6,,1.0869999999999962
DNA,unrooted,GTR,tree_4,OMP_10,10,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run10_tree_4_1000000_iqtree3.log,50.51,475.718,-68796842.673,20.6,49.449,6,,1.061
DNA,unrooted,GTR,tree_4,OMP_10,2,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run2_tree_4_1000000_iqtree3.log,48.751,459.386,-68796842.673,20.6,47.708,6,,1.0429999999999993
DNA,unrooted,GTR,tree_4,OMP_48,6,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run6_tree_4_1000000_iqtree3.log,19.736,746.807,-68796842.673,20.6,18.666,6,,1.0700000000000003
DNA,unrooted,GTR,tree_4,VANILA,6,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run6_tree_4_1000000_iqtree.log,175.841,173.36,-68796842.673,20.6,173.027,6,,2.8140000000000214
DNA,unrooted,GTR,tree_5,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_5_1000000_iqtree3.log,16.211,511.922,-68054876.562,20.138,13.423,4,,2.7879999999999985
DNA,unrooted,GTR,tree_5,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_5_1000000_iqtree3.log,19.758,178.707,-68054876.562,20.138,18.7,4,,1.0579999999999998
DNA,unrooted,GTR,tree_5,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_5_1000000_iqtree3.log,14.292,477.849,-68054876.562,20.138,13.207,4,,1.084999999999999
DNA,unrooted,GTR,tree_5,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_5_1000000_iqtree3.log,13.95,449.883,-68054876.562,20.138,12.916,4,,1.033999999999999
DNA,unrooted,GTR,tree_5,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_5_1000000_iqtree3.log,22.954,188.463,-68054876.562,20.138,21.512,4,,1.4420000000000002
DNA,unrooted,GTR,tree_5,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_5_1000000_iqtree3.log,10.989,452.958,-68054876.562,20.138,9.86,4,,1.1290000000000013
DNA,unrooted,GTR,tree_5,OMP_48,5,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run5_tree_5_1000000_iqtree3.log,10.494,439.211,-68054876.562,20.138,9.409,4,,1.084999999999999
DNA,unrooted,GTR,tree_5,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_5_1000000_iqtree3.log,13.61,556.26,-68054876.562,20.138,12.477,4,,1.1329999999999991
DNA,unrooted,GTR,tree_5,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_5_1000000_iqtree3.log,13.876,459.837,-68054876.562,20.138,12.851,4,,1.0249999999999986
DNA,unrooted,GTR,tree_5,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_5_1000000_iqtree3.log,45.706,334.773,-68054876.562,20.138,44.22,4,,1.4860000000000042
DNA,unrooted,GTR,tree_5,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_5_1000000_iqtree3.log,26.196,251.561,-68054876.562,20.138,25.169,4,,1.027000000000001
DNA,unrooted,GTR,tree_5,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_5_1000000_iqtree3.log,12.466,434.59,-68054876.562,20.138,11.439,4,,1.0269999999999992
DNA,unrooted,GTR,tree_5,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_5_1000000_iqtree3.log,28.048,269.511,-68054876.562,20.138,26.932,4,,1.1159999999999997
DNA,unrooted,GTR,tree_5,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_5_1000000_iqtree3.log,25.79,247.755,-68054876.562,20.138,24.791,4,,0.9989999999999988
